movie_id,title,region,status,error
27060077,绿皮书,欧美,done,
1293839,罗马假日,欧美,done,
1291843,黑客帝国,欧美,done,
1291828,天堂电影院,欧美,done,
1291544,哈利·波特与阿兹卡班的囚徒,欧美,done,
3011235,哈利·波特与死亡圣器(下),欧美,done,
1294371,摩登时代,欧美,done,
1306029,美丽心灵,欧美,done,
1900841,窃听风暴,欧美,done,
1294408,音乐之声,欧美,done,
1292849,拯救大兵瑞恩,欧美,done,
1485260,本杰明·巴顿奇事,欧美,done,
1292000,搏击俱乐部,欧美,done,
26656728,泳者之心,欧美,done,
1296996,哈利·波特与密室,欧美,done,
1292656,心灵捕手,欧美,done,
6985810,狩猎,欧美,done,
5322596,超脱,欧美,done,
1293350,两杆大烟枪,欧美,done,
1652587,阿凡达,欧美,done,
10533913,头脑特工队,欧美,done,
1292224,飞越疯人院,欧美,done,
1292402,西西里的美丽传说,欧美,done,
11525673,布达佩斯大饭店,欧美,done,
1292262,美国往事,欧美,done,
1292343,蝴蝶效应,欧美,done,
2334904,禁闭岛,欧美,done,
1293544,沉默的羔羊,欧美,done,
11026735,超能陆战队,欧美,done,
1297192,致命ID,欧美,done,
35593344,奥本海默,欧美,done,
26580232,看不见的客人,欧美,done,
1293908,城市之光,欧美,done,
1291832,低俗小说,欧美,done,
1309055,哈利·波特与火焰杯,欧美,done,
1780330,致命魔术,欧美,done,
1858711,玩具总动员3,欧美,done,
1291831,灿烂人生,欧美,done,
1300992,完美的世界,欧美,done,
1298070,加勒比海盗,欧美,done,
1294240,教父3,欧美,done,
1291992,末路狂花,欧美,done,
26628357,一个叫欧维的男人决定去死,欧美,done,
35010610,挽救计划,欧美,done,
3395373,蝙蝠侠：黑暗骑士崛起,欧美,done,
2353023,驯龙高手,欧美,done,
1291990,爱在日落黄昏时,欧美,done,
35689244,F1：狂飙飞车,欧美,done,
1293460,雨中曲,欧美,done,
1297679,我想做的是,欧美,done,
1292223,七宗罪,欧美,done,
3287562,神偷奶爸,欧美,done,
24733428,心灵奇旅,欧美,done,
1401118,黄金三镖客,欧美,done,
1297630,第六感,欧美,done,
10577869,时空恋旅人,欧美,done,
1291579,怪兽电力公司,欧美,done,
1296339,爱在黎明破晓前,欧美,done,
3011051,恐怖游轮,欧美,done,
26799731,请以你的名字呼唤我,欧美,done,
1306861,我是山姆,欧美,done,
1418200,傲慢与偏见,欧美,done,
1293181,惊魂记,欧美,done,
1907966,疯狂原始人,欧美,done,
27119724,小丑,欧美,done,
1292226,2001太空漫游,欧美,done,
1292370,剪刀手爱德华,欧美,done,
1300374,绿里奇迹,欧美,done,
4920389,头号玩家,欧美,done,
1294639,勇敢的心,欧美,done,
1293749,生活多美好,欧美,done,
10808442,爱在午夜降临前,欧美,done,
1578507,谍影重重3,欧美,done,
1418834,断背山,欧美,done,
3796613,与玛格丽特的午后,欧美,done,
1292274,幸福终点站,欧美,done,
21318488,消失的爱人,欧美,done,
1293989,十二怒汉,欧美,done,
6307447,被解救的姜戈,欧美,done,
10463953,模仿游戏,欧美,done,
1292348,洛城机密,欧美,done,
1304447,记忆碎片,欧美,done,
1291545,大鱼,欧美,done,
1291578,冰川时代,欧美,done,
1291822,卢旺达饭店,欧美,done,
25821498,妇女参政论者,欧美,done,
1457217,哈利·波特与凤凰社,欧美,done,
2051007,哈利·波特与死亡圣器(上),欧美,done,
1867345,遗愿清单,欧美,done,
26615208,隐藏人物,欧美,done,
26611804,三块广告牌,欧美,done,
1292215,天使爱美丽,欧美,done,
35633650,坠落的审判,欧美,done,
2133323,白日梦想家,欧美,done,
6534248,无敌破坏王,欧美,done,
1793929,达拉斯买家俱乐部,欧美,done,
1302467,黑客帝国3：矩阵革命,欧美,done,
25938803,莫娣,欧美,done,
26817136,疯狂动物城2,欧美,done,
1296482,安东尼娅家族,欧美,done,
30257175,燃烧女子的肖像,欧美,done,
25807345,彗星来的那一夜,欧美,done,
4202982,冰雪奇缘,欧美,done,
26374197,蜘蛛侠：平行宇宙,欧美,done,
1417598,电锯惊魂,欧美,done,
1296909,虎口脱险,欧美,done,
26100958,复仇者联盟4：终局之战,欧美,done,
25980443,海边的曼彻斯特,欧美,done,
10755367,寂静人生,欧美,done,
1438652,无耻混蛋,欧美,done,
1300117,千钧一发,欧美,done,
1302827,人工智能,欧美,done,
1291844,终结者2：审判日,欧美,done,
3075287,源代码,欧美,done,
1769507,沉静如海,欧美,done,
1301811,鳄鱼波鞋走天涯,欧美,done,
1303418,你逃我也逃,欧美,done,
1295873,偷自行车的人,欧美,done,
1291575,玩具总动员,欧美,done,
25773932,爆裂鼓手,欧美,done,
1293861,油炸绿番茄,欧美,done,
1293929,廊桥遗梦,欧美,done,
1304141,黑客帝国2：重装上阵,欧美,done,
2973079,霍比特人3：五军之战,欧美,done,
26787574,奇迹男孩,欧美,done,
1397546,追随,欧美,done,
5300054,波西米亚狂想曲,欧美,done,
25934014,爱乐之城,欧美,done,
30391186,蜘蛛侠：纵横宇宙,欧美,done,
1295646,大独裁者,欧美,done,
1298817,淘金记,欧美,done,
1421278,面子,欧美,done,
25864085,火星救援,欧美,done,
3792848,相助,欧美,done,
5327189,伦敦一家人,欧美,done,
1793491,美食总动员,欧美,done,
2209573,贫民窟的百万富翁,欧美,done,
1293964,魂断蓝桥,欧美,done,
1428175,血钻,欧美,done,
1978709,黑天鹅,欧美,done,
1291870,雨人,欧美,done,
1308767,谍影重重2,欧美,done,
26703158,斯隆女士,欧美,done,
1300555,回到未来,欧美,done,
1309069,蝙蝠侠：侠影之谜,欧美,done,
1419936,战争之王,欧美,done,
1291574,玩具总动员2,欧美,done,
1950148,赎罪,欧美,done,
1304102,谍影重重,欧美,done,
1307697,芝加哥,欧美,done,
25724855,房间,欧美,done,
1424334,洞,欧美,done,
25787888,八恶人,欧美,done,
1309115,帝国的毁灭,欧美,done,
1301231,电话谋杀案,欧美,done,
35603727,猫猫的奇幻漂流,欧美,done,
1433330,哈利·波特与混血王子,欧美,done,
36090457,头脑特工队2,欧美,done,
1293455,永恒和一日,欧美,done,
1292925,伴我同行,欧美,done,
3552028,弱点,欧美,done,
1309163,恋恋笔记本,欧美,done,
1432146,钢铁侠,欧美,done,
1309016,百万美元宝贝,欧美,done,
1300056,四百击,欧美,done,
1292047,蓝白红三部曲之红,欧美,done,
3824274,刺猬的优雅,欧美,done,
6981153,爱尔兰人,欧美,done,
1297268,秋日奏鸣曲,欧美,done,
1294781,卡比利亚之夜,欧美,done,
1293088,小鬼当家,欧美,done,
6850547,玩具总动员4,欧美,done,
1292401,真爱至上,欧美,done,
1292233,发条橙,欧美,done,
1292969,光荣之路,欧美,done,
1315574,加勒比海盗2：亡灵的宝藏,欧美,done,
1295865,燃情岁月,欧美,done,
1293071,野草莓,欧美,done,
6874403,再次出发之纽约遇见你,欧美,done,
1292528,猜火车,欧美,done,
1305666,时时刻刻,欧美,done,
1291824,黑鹰坠落,欧美,done,
1966182,霍比特人1：意外之旅,欧美,done,
6860160,悲惨世界,欧美,done,
1291580,杀死比尔,欧美,done,
26761416,至暗时刻,欧美,done,
1294638,E.T.外星人,欧美,done,
33432655,困在时间里的父亲,欧美,done,
1890572,坠入,欧美,done,
1291839,银翼杀手,欧美,done,
1293270,寻子遇仙记,欧美,done,
1322848,奇爱博士,欧美,done,
26607693,敦刻尔克,欧美,done,
4023638,国王的演讲,欧美,done,
25954475,聚焦,欧美,done,
1303535,战场上的快乐圣诞,欧美,done,
1298107,大都会,欧美,done,
11584019,海洋之歌,欧美,done,
26258779,银河护卫队3,欧美,done,
1291586,海底总动员,欧美,done,
1292642,伴你高飞,欧美,done,
2213597,朗读者,欧美,done,
1866479,复仇者联盟,欧美,done,
1300613,土拨鼠之日,欧美,done,
1292270,梦之安魂曲,欧美,done,
11606328,霍比特人2：史矛革之战,欧美,done,
1292574,热情如火,欧美,done,
1292222,出租车司机,欧美,done,
4798888,叫我第一名,欧美,done,
1299080,后窗,欧美,done,
1309071,天国王朝,欧美,done,
1292981,婚姻生活,欧美,done,
3430271,沙漠之花,欧美,done,
6518638,艾特熊和赛娜鼠,欧美,done,
1301169,跳出我天地,欧美,done,
1292214,非常嫌疑犯,欧美,done,
2297265,浪潮,欧美,done,
1292225,闪灵,欧美,done,
30252495,1917,欧美,done,
26614893,完美陌生人,欧美,done,
27615441,网络谜踪,欧美,done,
1295586,黄昏双镖客,欧美,done,
1292288,公民凯恩,欧美,done,
1292699,东方快车谋杀案,欧美,done,
3217169,勇士,欧美,done,
3042261,西线无战事,欧美,done,
1794171,变形金刚,欧美,done,
1303525,流浪者之歌,欧美,done,
1292217,穆赫兰道,欧美,done,
1297294,迷魂记,欧美,done,
1760622,香水,欧美,done,
35048413,健听女孩,欧美,done,
4286017,速度与激情5,欧美,done,
1296753,卡萨布兰卡,欧美,done,
24405378,王牌特工：特工学院,欧美,done,
2300586,这个男人来自地球,欧美,done,
1418192,加勒比海盗3：世界的尽头,欧美,done,
1293530,角斗士,欧美,done,
1309101,查理和巧克力工厂,欧美,done,
1298733,日落大道,欧美,done,
1296217,一级恐惧,欧美,done,
1295686,盗火线,欧美,done,
1291561,千与千寻,日本,done,
1291560,龙猫,日本,done,
1291583,天空之城,日本,done,
1308807,哈尔的移动城堡,日本,done,
1959195,忠犬八公物语,日本,done,
1292220,情书,日本,done,
1395091,未麻的部屋,日本,done,
1295399,七武士,日本,done,
1865703,红辣椒,日本,done,
1297359,幽灵公主,日本,done,
1292337,无人知晓,日本,done,
1293359,菊次郎的夏天,日本,done,
25814705,小森林 夏秋篇,日本,done,
25814707,小森林 冬春篇,日本,done,
4202302,借东西的小人阿莉埃蒂,日本,done,
1308892,新世纪福音战士剧场版：Air/真心为你,日本,done,
2149806,入殓师,日本,done,
1297052,侧耳倾听,日本,done,
1310177,东京教父,日本,done,
1291936,攻壳机动队,日本,done,
26683290,你的名字。,日本,done,
1291585,风之谷,日本,done,
1787291,被嫌弃的松子的一生,日本,done,
35315950,灌篮高手,日本,done,
34874432,花束般的恋爱,日本,done,
25895901,海街日记,日本,done,
4848115,你看起来好像很好吃,日本,done,
27622447,小偷家族,日本,done,
4268598,告白,日本,done,
1304920,切腹,日本,done,
1307811,魔女宅急便,日本,done,
1291568,东京物语,日本,done,
2567646,福音战士新剧场版：破,日本,done,
35231832,鬼灭之刃：那田蜘蛛山篇,日本,done,
1293847,生之欲,日本,done,
10428501,天鹰战士：最后的冲击,日本,done,
1959877,崖上的波妞,日本,done,
2222996,步履不停,日本,done,
1291879,罗生门,日本,done,
10484041,横道世之介,日本,done,
1958667,蜡笔小新：大人王国的反击,日本,done,
2286642,名侦探柯南：贝克街的亡灵,日本,done,
33393167,鬼灭之刃：兄妹的羁绊,日本,done,
1307394,千年女优,日本,done,
1455442,新世纪福音战士剧场版：死与新生,日本,done,
35797709,怪物,日本,done,
5912992,熔炉,韩国,done,
21937452,素媛,韩国,done,
37116612,世界的主人,韩国,done,
21937445,辩护人,韩国,done,
27010768,寄生虫,韩国,done,
1300299,杀人回忆,韩国,done,
10777687,7号房的礼物,韩国,done,
10437779,新世界,韩国,done,
25986180,釜山行,韩国,done,
1306664,共同警备区,韩国,done,
35712804,首尔之春,韩国,done,
4917726,阳光姐妹淘,韩国,done,
21360417,恐怖直播,韩国,done,
5908478,我爱你,韩国,done,
26683421,特工,韩国,done,
25977027,小姐,韩国,done,
30327842,82年生的金智英,韩国,done,
1299361,爱·回家,韩国,done,
26709258,罗小黑战记,华语,done,
35376457,爱情神话,华语,done,
27110296,无名之辈,华语,done,
36149032,我们一起摇太阳,华语,done,
1297747,少林足球,华语,done,
35698284,关于我和鬼变成家人的那件事,华语,done,
26425063,无双,华语,done,
1293351,食神,华语,done,
4920528,那些年，我们一起追的女孩,华语,done,
1297863,武状元苏乞儿,华语,done,
3821067,一代宗师,华语,done,
1302090,逃学威龙,华语,done,
36680492,大濛,华语,done,
25716096,狗十三,华语,done,
1329936,大内密探零零发,华语,done,
1291550,天下无贼,华语,done,
10831445,百鸟朝凤,华语,done,
26647117,暴裂无声,华语,done,
1299680,整蛊专家,华语,done,
2124703,疯狂的赛车,华语,done,
25890005,山河故人,华语,done,
3804891,无人区,华语,done,
1308575,蓝色大门,华语,done,
2124724,不能说的秘密,华语,done,
4135710,Hello！树先生,华语,done,
25798222,亲爱的,华语,done,
1299765,回魂夜,华语,done,
24875534,十二公民,华语,done,
1307694,无间道3：终极无间,华语,done,
3230459,李米的猜想,华语,done,
24753811,熊出没之夺宝熊兵,华语,done,
35268501,乘船而去,华语,done,
1306951,鹿鼎记2,华语,done,
1766086,太阳照常升起,华语,done,
36066128,画江湖之天罡,华语,done,
1299288,胭脂扣,华语,done,
6011805,一九四二,华语,done,
36176155,一战再战,欧美,done,
35575567,沙丘2,欧美,done,
24773958,复仇者联盟3：无限战争,欧美,done,
1482072,穿普拉达的女王,欧美,done,
36247731,新·驯龙高手,欧美,done,
36916000,诺曼底72小时,欧美,done,
7065154,银河护卫队,欧美,done,
6390823,美国队长2,欧美,done,
1783457,功夫熊猫,欧美,done,
1306612,蜘蛛侠,欧美,done,
30318116,利刃出鞘,欧美,done,
4915857,神偷奶爸2,欧美,done,
10512661,银翼杀手2049,欧美,done,
1308779,后天,欧美,done,
37067150,关于约会的一切,欧美,done,
2997076,华尔街之狼,欧美,done,
36742572,巴黎夏日,欧美,done,
25929151,遇见你之前,欧美,done,
3005875,2012,欧美,done,
1306809,生化危机,欧美,done,
35284253,青春变形记,欧美,done,
20645098,小王子,欧美,done,
23761370,速度与激情7,欧美,done,
3233635,功夫熊猫2,欧美,done,
36689857,荒野机器人,欧美,done,
20438964,无敌破坏王2：大闹互联网,欧美,done,
3789848,怪兽大学,欧美,done,
1418752,万能钥匙,欧美,done,
3804629,招魂,欧美,done,
3011308,孤儿怨,欧美,done,
35876302,晒后假日,欧美,done,
10485647,X战警：逆转未来,欧美,done,
35736202,狗神,欧美,done,
1945330,迷雾,欧美,done,
6722879,她,欧美,done,
26336252,碟中谍6：全面瓦解,欧美,done,
4824512,驯龙高手2,欧美,done,
30466931,波斯语课,欧美,done,
3006772,第九区,欧美,done,
1297203,着魔,欧美,done,
4746257,明日边缘,欧美,done,
36778356,火车梦,欧美,done,
25765735,金刚狼3：殊死一战,欧美,done,
3269068,精灵旅社,欧美,done,
3068206,碟中谍4,欧美,done,
1291584,杀死比尔2,欧美,done,
1300868,异形,欧美,done,
1292523,侏罗纪公园,欧美,done,
1863766,魔发奇缘,欧美,done,
25868125,穿靴子的猫2,欧美,done,
5327268,荒野猎人,欧美,done,
3274505,猩球崛起,欧美,done,
1298038,诺丁山,欧美,done,
26340419,帕丁顿熊2,欧美,done,
1428878,赛车总动员,欧美,done,
1857099,老无所依,欧美,done,
3168089,X战警：第一战,欧美,done,
26593587,天才少女,欧美,done,
35076714,扎克·施奈德版正义联盟,欧美,done,
3205624,社交网络,欧美,done,
1301445,黑衣人,欧美,done,
1309060,僵尸新娘,欧美,done,
1820156,我是传奇,欧美,done,
1308752,生化危机2：启示录,欧美,done,
1292484,碟中谍,欧美,done,
10594965,实习生,欧美,done,
1309021,康斯坦丁,欧美,done,
25858604,普罗旺斯的夏天,欧美,done,
1292659,变脸,欧美,done,
26303622,大空头,欧美,done,
1301459,小岛惊魂,欧美,done,
6538866,极速车王,欧美,done,
26354572,欢乐好声音,欧美,done,
6879185,为奴十二年,欧美,done,
26416603,萨利机长,欧美,done,
1291577,超人总动员,欧美,done,
1297995,美女与野兽,欧美,done,
1299603,落水狗,欧美,done,
36524559,鬼灭之刃：无限城篇 第一章 猗窝座再袭,日本,done,
26259677,垫底辣妹,日本,done,
36765646,蓦然回首,日本,done,
35902857,完美的日子,日本,done,
2043546,秒速5厘米,日本,done,
6791750,起风了,日本,done,
1291838,红猪,日本,done,
1293318,萤火虫之墓,日本,done,
27166442,夏目友人帐,日本,done,
1937946,穿越时空的少女,日本,done,
36060209,排球少年！！垃圾场决战,日本,done,
26842702,燃烧,韩国,done,
1304073,假如爱有天意,韩国,done,
1292286,我的野蛮女友,韩国,done,
